Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
1	1	0	0.025	293.199863	293.199863	293.199863	293.199863	0	0	0	0	0	0	3
2	1	0	0.05	293.19986	293.199861	293.19986	293.199863	1.39736886e-06	0	0	0	0	0	3
3	1	0	0.075	293.199861	293.199861	293.19986	293.199863	1.46852102e-06	0	0	0	0	0	3
4	1	0	0.1	293.199861	293.199861	293.19986	293.199863	1.46930392e-06	0	0	0	0	0	3
5	1	0	0.125	293.199862	293.199861	293.19986	293.199863	1.46930392e-06	0	0	0	0	0	3
6	2	0	0.15	293.199862	293.199861	293.19986	293.199863	1.46930392e-06	0	0	0	0	0	3
7	2	0	0.175	293.199862	293.199862	293.19986	293.199863	1.46930392e-06	0	0	0	0	0	3
8	2	0	0.2	293.199863	293.199862	293.19986	293.199863	1.46930392e-06	0	0	0	0	0	3
9	2	0	0.225	293.199863	293.199862	293.19986	293.199863	1.46930392e-06	0	0	0	0	0	3
10	2	0	0.25	293.199864	293.199862	293.19986	293.199864	1.46930392e-06	0	0	0	0	0	3
11	2	0	0.275	293.199864	293.199862	293.19986	293.199864	1.46930392e-06	0	0	0	0	0	3
12	2	0	0.3	293.199865	293.199863	293.19986	293.199865	1.46930392e-06	0	0	0	0	0	3
13	2	0	0.325	293.199866	293.199863	293.19986	293.199866	1.46930392e-06	0	0	0	0	0	3
14	2	0	0.35	293.199867	293.199863	293.19986	293.199867	1.75553703e-06	0	0	0	0	0	3
15	2	0	0.375	293.199868	293.199863	293.19986	293.199868	2.06807397e-06	0	0	0	0	0	3
16	3	0	0.4	293.199869	293.199864	293.19986	293.199869	2.42113987e-06	0	0	0	0	0	3
17	3	0	0.425	293.19987	293.199864	293.19986	293.19987	2.81103723e-06	0	0	0	0	0	3
18	3	0	0.45	293.199872	293.199865	293.19986	293.199872	3.2297865e-06	0	0	0	0	0	3
19	3	0	0.475	293.199873	293.199865	293.19986	293.199873	3.67549745e-06	0	0	0	0	0	3
20	3	0	0.5	293.199874	293.199866	293.19986	293.199874	4.14468553e-06	0	0	0	0	0	3
21	3	0	0.525	293.199877	293.199866	293.19986	293.199877	4.83029038e-06	0	0	0	0	0	3
22	3	0	0.55	293.199879	293.199867	293.199861	293.199879	5.76656561e-06	0	0	0	0	0	3
23	3	0	0.575	293.199881	293.199868	293.199861	293.199881	6.7572613e-06	0	0	0	0	0	3
24	3	0	0.6	293.199883	293.199869	293.199862	293.199883	7.80369044e-06	0	0	0	0	0	3
25	3	0	0.625	293.199886	293.19987	293.199862	293.199886	8.94001369e-06	0	0	0	0	0	3
26	4	0	0.65	293.199889	293.199872	293.199862	293.199889	1.01982697e-05	0	0	0	0	0	3
27	4	0	0.675	293.199893	293.199873	293.199863	293.199893	1.16024582e-05	0	0	0	0	0	3
28	4	0	0.7	293.199897	293.199875	293.199863	293.199897	1.31362041e-05	0	0	0	0	0	3
29	4	0	0.725	293.1999	293.199877	293.199864	293.1999	1.48062844e-05	0	0	0	0	0	3
30	4	0	0.75	293.199903	293.199879	293.199864	293.199903	1.6578001e-05	0	0	0	0	0	3
31	4	0	0.775	293.199908	293.199881	293.199865	293.199908	1.85184356e-05	0	0	0	0	0	3
32	4	0	0.8	293.199913	293.199883	293.199866	293.199913	2.06259537e-05	0	0	0	0	0	3
33	4	0	0.825	293.199918	293.199886	293.199867	293.199918	2.28957034e-05	0	0	0	0	0	3
34	4	0	0.85	293.199922	293.199889	293.199868	293.199922	2.53199307e-05	0	0	0	0	0	3
35	4	0	0.875	293.199926	293.199892	293.199869	293.199926	2.78651397e-05	0	0	0	0	0	3
36	4	0	0.9	293.199931	293.199895	293.19987	293.199931	3.05919889e-05	0	0	0	0	0	3
37	5	0	0.925	293.199937	293.199898	293.199872	293.199937	3.34878667e-05	0	0	0	0	0	3
38	5	0	0.95	293.199942	293.199902	293.199873	293.199942	3.65322761e-05	0	0	0	0	0	3
39	5	0	0.975	293.199946	293.199905	293.199874	293.199946	3.97081071e-05	0	0	0	0	0	3
40	5	0	1	293.19995	293.199909	293.199877	293.19995	4.28010006e-05	1.24676738e-05	0	0	0	0	3
41	5	0	1.025	293.199955	293.199913	293.199879	293.199955	4.57869808e-05	1.31695325e-05	0	0	0	0	3
42	5	0	1.05	293.199959	293.199917	293.199881	293.199959	4.88153711e-05	1.34613329e-05	0	0	0	0	3
43	5	0	1.075	293.199963	293.199921	293.199883	293.199963	5.17986012e-05	1.37182595e-05	0	0	0	0	3
44	5	0	1.1	293.199966	293.199923	293.199883	293.199966	5.39204063e-05	1.39384834e-05	0	0	0	0	3
45	5	0	1.125	293.199968	293.199927	293.199886	293.199968	5.67457737e-05	1.41331716e-05	0	0	0	0	3
46	5	0	1.15	293.19997	293.199931	293.199889	293.19997	5.93748255e-05	1.43065722e-05	0	0	0	0	3
47	6	0	1.175	293.199971	293.199935	293.199893	293.199971	6.17485027e-05	1.44519592e-05	0	0	0	0	3
48	6	0	1.2	293.199973	293.199939	293.199897	293.199973	6.38476614e-05	1.45771317e-05	0	0	0	0	3
49	6	0	1.225	293.199974	293.199943	293.1999	293.199974	6.56778262e-05	1.46816562e-05	0	0	0	0	3
