Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
1	1	0	0.025	1.31963132e-05	1.31963132e-05	1.31963132e-05	1.31963132e-05	0	0	0	0	0	0	3
2	1	0	0.05	3.8675195e-05	2.59357541e-05	1.31963132e-05	3.8675195e-05	1.27394409e-05	0	0	0	0	0	3
3	1	0	0.075	5.54557672e-05	3.57757585e-05	1.31963132e-05	5.54557672e-05	2.25794453e-05	0	0	0	0	0	3
4	1	0	0.1	2.68854455e-05	3.35531802e-05	1.31963132e-05	5.54557672e-05	2.25794453e-05	0	0	0	0	0	3
5	1	0	0.125	-2.24575108e-06	2.63933939e-05	-2.24575108e-06	5.54557672e-05	2.25794453e-05	0	0	0	0	0	3
6	1	0	0.15	-2.64684061e-06	2.15533549e-05	-2.64684061e-06	5.54557672e-05	2.25794453e-05	0	0	0	0	0	3
7	1	0	0.175	-6.32608083e-10	1.84742138e-05	-2.64684061e-06	5.54557672e-05	2.25794453e-05	0	0	0	0	0	3
8	1	0	0.2	1.14281873e-05	1.75934605e-05	-2.64684061e-06	5.54557672e-05	2.25794453e-05	0	0	0	0	0	3
9	1	0	0.225	2.5343046e-06	1.59202209e-05	-2.64684061e-06	5.54557672e-05	2.25794453e-05	0	0	0	0	0	3
10	2	0	0.25	1.67370283e-05	1.60019017e-05	-2.64684061e-06	5.54557672e-05	2.25794453e-05	0	0	0	0	0	3
11	2	0	0.275	-5.06337983e-06	1.40868761e-05	-5.06337983e-06	5.54557672e-05	2.25794453e-05	0	0	0	0	0	3
12	2	0	0.3	2.66983751e-05	1.51378343e-05	-5.06337983e-06	5.54557672e-05	2.25794453e-05	0	0	0	0	0	3
13	2	0	0.325	3.68339507e-07	1.40017193e-05	-5.06337983e-06	5.54557672e-05	2.25794453e-05	0	0	0	0	0	3
14	2	0	0.35	2.4570279e-05	1.47566165e-05	-5.06337983e-06	5.54557672e-05	2.25794453e-05	0	0	0	0	0	3
15	2	0	0.375	1.72099303e-06	1.38875749e-05	-5.06337983e-06	5.54557672e-05	2.25794453e-05	0	0	0	0	0	3
16	2	0	0.4	1.86709301e-05	1.41865346e-05	-5.06337983e-06	5.54557672e-05	2.25794453e-05	0	0	0	0	0	3
17	2	0	0.425	1.80272492e-05	1.4412459e-05	-5.06337983e-06	5.54557672e-05	2.25794453e-05	0	0	0	0	0	3
18	2	0	0.45	1.23622578e-05	1.42985589e-05	-5.06337983e-06	5.54557672e-05	2.25794453e-05	0	0	0	0	0	3
19	3	0	0.475	1.14305211e-05	1.41476096e-05	-5.06337983e-06	5.54557672e-05	2.25794453e-05	0	0	0	0	0	3
20	3	0	0.5	6.30840039e-06	1.37556491e-05	-5.06337983e-06	5.54557672e-05	2.25794453e-05	0	0	0	0	0	3
21	3	0	0.525	6.72061712e-06	1.34318643e-05	-5.06337983e-06	5.54557672e-05	2.23438942e-05	0	0	0	0	0	3
22	3	0	0.55	7.12957809e-07	1.15337524e-05	-5.06337983e-06	5.54557672e-05	2.4242006e-05	0	0	0	0	0	3
23	3	0	0.575	3.64753674e-06	8.94334092e-06	-5.06337983e-06	2.68854455e-05	2.46098393e-05	0	0	0	0	0	3
24	3	0	0.6	1.68915466e-05	8.44364597e-06	-5.06337983e-06	2.66983751e-05	1.7949748e-05	0	0	0	0	0	3
25	3	0	0.625	1.45756452e-05	9.28471578e-06	-5.06337983e-06	2.66983751e-05	1.31097089e-05	0	0	0	0	0	3
26	3	0	0.65	1.44652196e-05	1.01403188e-05	-5.06337983e-06	2.66983751e-05	1.00305678e-05	0	0	0	0	0	3
27	3	0	0.675	1.09342527e-05	1.06870631e-05	-5.06337983e-06	2.66983751e-05	9.1498145e-06	0	0	0	0	0	3
28	4	0	0.7	1.50138016e-05	1.08663438e-05	-5.06337983e-06	2.66983751e-05	7.5582557e-06	0	0	0	0	0	3
29	4	0	0.725	3.72482257e-06	1.09258697e-05	-5.06337983e-06	2.66983751e-05	7.5582557e-06	0	0	0	0	0	3
30	4	0	0.75	4.95140009e-06	1.03365883e-05	-5.06337983e-06	2.66983751e-05	6.69418835e-06	0	0	0	0	0	3
31	4	0	0.775	-1.64345496e-06	1.05075845e-05	-1.64345496e-06	2.66983751e-05	6.69418835e-06	0	0	0	0	0	3
32	4	0	0.8	2.47842792e-06	9.29658715e-06	-1.64345496e-06	2.4570279e-05	6.31297049e-06	0	0	0	0	0	3
33	4	0	0.825	4.97085884e-06	9.52671312e-06	-1.64345496e-06	2.4570279e-05	6.31297049e-06	0	0	0	0	0	3
34	4	0	0.85	2.09008217e-06	8.40270327e-06	-1.64345496e-06	1.86709301e-05	6.00975571e-06	0	0	0	0	0	3
35	4	0	0.875	2.07739203e-06	8.42052322e-06	-1.64345496e-06	1.86709301e-05	6.00975571e-06	0	0	0	0	0	3
36	4	0	0.9	3.50151783e-06	7.66205261e-06	-1.64345496e-06	1.80272492e-05	6.75040637e-06	0	0	0	0	0	3
37	5	0	0.925	5.43852692e-06	7.0326165e-06	-1.64345496e-06	1.68915466e-05	7.26594242e-06	0	0	0	0	0	3
38	5	0	0.95	2.94521927e-06	6.56176457e-06	-1.64345496e-06	1.68915466e-05	7.58584499e-06	0	0	0	0	0	3
39	5	0	0.975	2.93034135e-06	6.13675558e-06	-1.64345496e-06	1.68915466e-05	7.61889352e-06	0	0	0	0	0	3
40	5	0	1	5.44108926e-06	6.09339003e-06	-1.64345496e-06	1.68915466e-05	7.33847427e-06	8.49979317e-06	0	100	0	0	3
41	5	0	1.025	4.85205422e-06	5.99996188e-06	-1.64345496e-06	1.68915466e-05	5.53379056e-06	8.49979317e-06	0	100	0	0	3
42	5	0	1.05	3.02990811e-06	6.1158094e-06	-1.64345496e-06	1.68915466e-05	4.92590779e-06	8.49979317e-06	0	100	0	0	3
43	5	0	1.075	3.82535827e-06	6.12470048e-06	-1.64345496e-06	1.68915466e-05	4.92590779e-06	8.49979317e-06	0	100	0	0	3
44	5	0	1.1	4.08026085e-06	6.02734621e-06	-1.64345496e-06	1.68915466e-05	4.92590779e-06	8.49979317e-06	0	100	0	0	3
45	5	0	1.125	2.97041692e-06	5.36443527e-06	-1.64345496e-06	1.50138016e-05	5.5614344e-06	8.49979317e-06	0	100	0	0	3
46	5	0	1.15	2.24122234e-06	4.7770818e-06	-1.64345496e-06	1.50138016e-05	6.14878787e-06	8.49979317e-06	0	100	0	0	3
47	6	0	1.175	3.56346688e-06	4.25795072e-06	-1.64345496e-06	1.50138016e-05	6.66791895e-06	8.49979317e-06	0	100	0	0	3
48	6	0	1.2	3.56353552e-06	3.90696419e-06	-1.64345496e-06	1.50138016e-05	7.01890548e-06	8.49979317e-06	0	100	0	0	3
49	6	0	1.225	4.3368118e-06	3.3985361e-06	-1.64345496e-06	5.44108926e-06	7.08454422e-06	8.49979317e-06	0	100	0	0	3
50	6	0	1.25	2.99693666e-06	3.36387487e-06	-1.64345496e-06	5.44108926e-06	7.08454422e-06	8.49979317e-06	0	100	0	0	3
51	6	0	1.275	3.05171426e-06	3.27341364e-06	-1.64345496e-06	5.44108926e-06	7.08454422e-06	8.49979317e-06	0	100	0	0	3
52	6	0	1.3	3.59821356e-06	3.5230169e-06	2.07739203e-06	5.44108926e-06	3.36369723e-06	8.49979317e-06	0	100	0	0	3
